trajectory_id,64_95_class,wait,k_sequence,pre3_sequence,local4_sequence,first_pre111_event,last_pre111_event,maintains_pre111_to_pass,break_event_if_any,break_type_if_any,pass_face
3437,A_inflow,16,"2,1,1,2,2,2,1,1,6,2,2,1,1,3,1,1,1","3+,2 | 3+,2,1 | 2,1,1 | 1,1,2 | 1,2,2 | 2,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","2,1,1,2;3+,2,1,1 | 1,1,2,2;2,1,1,2;3+,2,1,1 | 1,1,2,2;1,2,2,2;2,1,1,2;3+,2,1,1 | 1,1,2,2;1,2,2,2;2,1,1,2;2,2,2,1 | 1,1,2,2;1,2,2,2;2,2,1,1;2,2,2,1 | 1,2,2,2;2,1,1,3+;2,2,1,1;2,2,2,1 | 1,1,3+,2;2,1,1,3+;2,2,1,1;2,2,2,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;2,2,1,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;3+,2,2,1 | 1,1,3+,2;1,3+,2,2;2,2,1,1;3+,2,2,1 | 1,3+,2,2;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;2,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",16,16,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3438,A_inflow,17,"1,1,3,1,2,2,2,1,1,6,2,2,1,1,3,1,1,1","1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,2 | 2,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,2 | 3+,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,1,3+;1,1,3+,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,2,2 | 1,1,3+,1;1,2,2,2;1,3+,1,2;3+,1,2,2 | 1,2,2,2;1,3+,1,2;2,2,2,1;3+,1,2,2 | 1,2,2,2;2,2,1,1;2,2,2,1;3+,1,2,2 | 1,2,2,2;2,1,1,3+;2,2,1,1;2,2,2,1 | 1,1,3+,2;2,1,1,3+;2,2,1,1;2,2,2,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;2,2,1,1 | 1,1,3+,2;1,3+,2,2;2,1,1,3+;3+,2,2,1 | 1,1,3+,2;1,3+,2,2;2,2,1,1;3+,2,2,1 | 1,3+,2,2;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;2,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",1,17,0,2,"1,1,3+","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3439,A_inflow,16,"1,1,2,1,4,2,3,2,4,2,2,1,1,3,1,1,1","1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,3+ | 1,3+,2 | 3+,2,3+ | 2,3+,2 | 3+,2,3+ | 2,3+,2 | 3+,2,2 | 2,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,1,1,2;1,1,2,1 | 1,1,1,2;1,1,2,1;1,2,1,3+ | 1,1,1,2;1,1,2,1;1,2,1,3+;2,1,3+,2 | 1,1,2,1;1,2,1,3+;1,3+,2,3+;2,1,3+,2 | 1,2,1,3+;1,3+,2,3+;2,1,3+,2;3+,2,3+,2 | 1,3+,2,3+;2,1,3+,2;2,3+,2,3+;3+,2,3+,2 | 1,3+,2,3+;2,3+,2,3+;3+,2,3+,2 | 2,3+,2,2;2,3+,2,3+;3+,2,3+,2 | 2,3+,2,2;2,3+,2,3+;3+,2,2,1;3+,2,3+,2 | 2,2,1,1;2,3+,2,2;3+,2,2,1;3+,2,3+,2 | 2,1,1,3+;2,2,1,1;2,3+,2,2;3+,2,2,1 | 1,1,3+,1;2,1,1,3+;2,2,1,1;3+,2,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;2,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",1,16,0,2,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3449,A_inflow,16,"1,2,1,1,1,1,6,1,3,4,2,1,1,3,1,1,1","2,1 | 2,1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,3+ | 1,3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1","1,2,1,1;2,1,2,1 | 1,2,1,1;2,1,1,1;2,1,2,1 | 1,1,1,1;1,2,1,1;2,1,1,1;2,1,2,1 | 1,1,1,1;1,1,1,3+;1,2,1,1;2,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;2,1,1,1 | 1,1,1,1;1,1,1,3+;1,1,3+,1;1,3+,1,3+ | 1,1,1,3+;1,1,3+,1;1,3+,1,3+;3+,1,3+,3+ | 1,1,3+,1;1,3+,1,3+;1,3+,3+,2;3+,1,3+,3+ | 1,3+,1,3+;1,3+,3+,2;3+,1,3+,3+;3+,3+,2,1 | 1,3+,3+,2;3+,1,3+,3+;3+,2,1,1;3+,3+,2,1 | 1,3+,3+,2;2,1,1,3+;3+,2,1,1;3+,3+,2,1 | 1,1,3+,1;2,1,1,3+;3+,2,1,1;3+,3+,2,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,2,1,1 | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,1 | 1,1,1,2;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,3+,1,1;3+,1,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",4,16,0,6,"1,1,3+","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3456,A_start,6,"7,1,2,1,1,1,1","3+ | 3+,1 | 3+,1,2 | 1,2,1 | 2,1,1 | 1,1,1 | 1,1,1","3+,1,2,1 | 1,2,1,1;3+,1,2,1 | 1,2,1,1;2,1,1,1;3+,1,2,1 | 1,1,1,1;1,2,1,1;2,1,1,1;3+,1,2,1 | 1,1,1,1;1,1,1,2;1,2,1,1;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3460,A_inflow,17,"2,2,1,1,2,1,1,3,1,1,3,1,2,6,1,1,1,1","2,2 | 2,2,2 | 2,2,1 | 2,1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","2,2,1,1;2,2,2,1 | 2,1,1,2;2,2,1,1;2,2,2,1 | 1,1,2,1;2,1,1,2;2,2,1,1;2,2,2,1 | 1,1,2,1;1,2,1,1;2,1,1,2;2,2,1,1 | 1,1,2,1;1,2,1,1;2,1,1,2;2,1,1,3+ | 1,1,2,1;1,1,3+,1;1,2,1,1;2,1,1,3+ | 1,1,3+,1;1,2,1,1;1,3+,1,1;2,1,1,3+ | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;1,3+,1,2;3+,1,1,3+ | 1,1,3+,1;1,3+,1,2;3+,1,1,3+;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",16,17,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3461,A_inflow,16,"2,1,1,2,1,1,3,1,1,3,1,2,6,1,1,1,1","3+,2 | 3+,2,1 | 2,1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","2,1,1,2;3+,2,1,1 | 1,1,2,1;2,1,1,2;3+,2,1,1 | 1,1,2,1;1,2,1,1;2,1,1,2;3+,2,1,1 | 1,1,2,1;1,2,1,1;2,1,1,2;2,1,1,3+ | 1,1,2,1;1,1,3+,1;1,2,1,1;2,1,1,3+ | 1,1,3+,1;1,2,1,1;1,3+,1,1;2,1,1,3+ | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;1,3+,1,2;3+,1,1,3+ | 1,1,3+,1;1,3+,1,2;3+,1,1,3+;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",15,16,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3462,A_inflow,17,"1,4,1,1,2,1,1,3,1,1,3,1,2,6,1,1,1,1","1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,2 | 1,2,1 | 2,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,3+,1;1,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,2 | 1,1,2,1;1,1,3+,1;1,3+,1,1;3+,1,1,2 | 1,1,2,1;1,2,1,1;1,3+,1,1;3+,1,1,2 | 1,1,2,1;1,2,1,1;2,1,1,3+;3+,1,1,2 | 1,1,2,1;1,1,3+,1;1,2,1,1;2,1,1,3+ | 1,1,3+,1;1,2,1,1;1,3+,1,1;2,1,1,3+ | 1,1,3+,1;1,3+,1,1;2,1,1,3+;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;1,3+,1,2;3+,1,1,3+ | 1,1,3+,1;1,3+,1,2;3+,1,1,3+;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",16,17,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3465,A_inflow,16,"1,1,2,1,5,2,1,1,1,3,1,2,6,1,1,1,1","2,1 | 2,1,1 | 1,1,2 | 1,2,1 | 2,1,3+ | 1,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,1,2,1;2,1,1,2 | 1,1,2,1;1,2,1,3+;2,1,1,2 | 1,1,2,1;1,2,1,3+;2,1,1,2;2,1,3+,2 | 1,1,2,1;1,2,1,3+;1,3+,2,1;2,1,3+,2 | 1,2,1,3+;1,3+,2,1;2,1,3+,2;3+,2,1,1 | 1,3+,2,1;2,1,1,1;2,1,3+,2;3+,2,1,1 | 1,1,1,3+;1,3+,2,1;2,1,1,1;3+,2,1,1 | 1,1,1,3+;1,1,3+,1;2,1,1,1;3+,2,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;2,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,2;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",8,16,0,9,"1,1,3+","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3467,A_inflow,16,"2,3,1,1,3,1,3,1,1,3,1,2,6,1,1,1,1","1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,2 | 1,2,3+ | 2,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1","1,2,3+,1;2,3+,1,1 | 1,2,3+,1;2,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,2,3+,1;2,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,3+;2,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,3+;3+,1,1,3+;3+,1,3+,1 | 1,1,3+,1;1,3+,1,1;1,3+,1,3+;3+,1,3+,1 | 1,3+,1,1;1,3+,1,3+;3+,1,1,3+;3+,1,3+,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,3+;3+,1,3+,1 | 1,1,3+,1;1,3+,1,1;1,3+,1,2;3+,1,1,3+ | 1,1,3+,1;1,3+,1,2;3+,1,1,3+;3+,1,2,3+ | 1,1,3+,1;1,2,3+,1;1,3+,1,2;3+,1,2,3+ | 1,2,3+,1;1,3+,1,2;2,3+,1,1;3+,1,2,3+ | 1,2,3+,1;2,3+,1,1;3+,1,1,1;3+,1,2,3+ | 1,1,1,1;1,2,3+,1;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;2,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",15,16,1,,,"INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3488,A_start,6,"5,3,2,1,1,1,1","3+ | 3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","3+,3+,2,1 | 3+,2,1,1;3+,3+,2,1 | 2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3490,A_inflow,17,"2,3,1,2,2,1,1,1,1,2,1,2,2,5,3,1,1,1","1,2 | 1,2,3+ | 2,3+,1 | 3+,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,2,3+,1;2,3+,1,2 | 1,2,3+,1;2,3+,1,2;3+,1,2,2 | 1,2,2,1;1,2,3+,1;2,3+,1,2;3+,1,2,2 | 1,2,2,1;2,2,1,1;2,3+,1,2;3+,1,2,2 | 1,2,2,1;2,1,1,1;2,2,1,1;3+,1,2,2 | 1,1,1,1;1,2,2,1;2,1,1,1;2,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;2,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",7,17,0,9,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3491,A_inflow,16,"5,1,2,2,1,1,1,1,2,1,2,2,5,3,1,1,1","1,3+ | 1,3+,1 | 3+,1,2 | 1,2,2 | 2,2,1 | 2,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,3+,1,2;3+,1,2,2 | 1,2,2,1;1,3+,1,2;3+,1,2,2 | 1,2,2,1;1,3+,1,2;2,2,1,1;3+,1,2,2 | 1,2,2,1;2,1,1,1;2,2,1,1;3+,1,2,2 | 1,1,1,1;1,2,2,1;2,1,1,1;2,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;2,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",6,16,0,8,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3492,A_inflow,17,"2,1,1,1,4,1,1,1,1,2,1,2,2,5,3,1,1,1","2,2 | 2,2,1 | 2,1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","2,1,1,1;2,2,1,1 | 1,1,1,3+;2,1,1,1;2,2,1,1 | 1,1,1,3+;1,1,3+,1;2,1,1,1;2,2,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,1;2,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",3,17,0,4,"1,1,3+","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3493,A_inflow,16,"1,1,1,4,1,1,1,1,2,1,2,2,5,3,1,1,1","3+,1 | 3+,1,1 | 1,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,1,1,3+;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,3+;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",2,16,0,3,"1,1,3+","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3494,A_inflow,17,"1,3,1,1,4,1,1,1,1,2,1,2,2,5,3,1,1,1","1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,3+ | 1,3+,1 | 3+,1,1 | 1,1,1 | 1,1,1 | 1,1,2 | 1,2,1 | 2,1,2 | 1,2,2 | 2,2,3+ | 2,3+,3+ | 3+,3+,1 | 3+,1,1 | 1,1,1","1,1,3+,1;1,3+,1,1 | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,3+ | 1,1,3+,1;1,3+,1,1;3+,1,1,1;3+,1,1,3+ | 1,1,1,1;1,1,3+,1;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,3+,1,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;3+,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,1;1,2,1,2 | 1,1,1,2;1,1,2,1;1,2,1,2;2,1,2,2 | 1,1,2,1;1,2,1,2;1,2,2,3+;2,1,2,2 | 1,2,1,2;1,2,2,3+;2,1,2,2;2,2,3+,3+ | 1,2,2,3+;2,1,2,2;2,2,3+,3+;2,3+,3+,1 | 1,2,2,3+;2,2,3+,3+;2,3+,3+,1;3+,3+,1,1 | 2,2,3+,3+;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;2,3+,3+,1;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;3+,1,1,1;3+,3+,1,1 | 1,1,1,2;1,1,2,2;1,2,2,1;3+,1,1,1",7,17,0,9,"1,1,2","INFLOW_FROM_96-127 | k=1 | pre3=1,1,1"
3496,A_start,6,"3,5,2,1,1,1,1","3+ | 3+,3+ | 3+,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","3+,3+,2,1 | 3+,2,1,1;3+,3+,2,1 | 2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;2,1,1,1;3+,2,1,1;3+,3+,2,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
3498,A_start,6,"1,7,2,1,1,1,1","1 | 1,3+ | 1,3+,2 | 3+,2,1 | 2,1,1 | 1,1,1 | 1,1,1","1,3+,2,1 | 1,3+,2,1;3+,2,1,1 | 1,3+,2,1;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,3+,2,1;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;2,1,1,1;3+,2,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;2,1,1,1 | 1,1,1,1;1,1,1,2;1,1,2,2;1,2,2,1",5,6,1,,,"START_IN_LAYER | k=1 | pre3=1,1,1"
